id,gid,x,y,v_x,v_y,radius,time
0,0,-8.993500,-1.000000,0.130000,0.000000,0.750000,0.050000
1,0,-8.993500,1.000000,0.130000,0.000000,0.750000,0.050000
2,1,-0.006500,0.000000,-0.130000,0.000000,0.750000,0.050000
0,0,-8.981150,-1.000000,0.247000,0.000000,0.750000,0.100000
1,0,-8.981150,1.000000,0.247000,0.000000,0.750000,0.100000
2,1,-0.018850,0.000000,-0.247000,0.000000,0.750000,0.100000
0,0,-8.963535,-1.000000,0.352300,0.000000,0.750000,0.150000
1,0,-8.963535,1.000000,0.352300,0.000000,0.750000,0.150000
2,1,-0.036465,0.000000,-0.352300,0.000000,0.750000,0.150000
0,0,-8.941182,-1.000000,0.447070,0.000000,0.750000,0.200000
1,0,-8.941182,1.000000,0.447070,0.000000,0.750000,0.200000
2,1,-0.058818,0.000000,-0.447070,0.000000,0.750000,0.200000
0,0,-8.914846,-1.000253,0.526713,-0.005053,0.750000,0.250000
1,0,-8.914846,1.000253,0.526713,0.005053,0.750000,0.250000
2,1,-0.084872,0.000000,-0.521063,0.000000,0.750000,0.250000
0,0,-8.885280,-1.001090,0.591313,-0.016739,0.750000,0.300000
1,0,-8.885280,1.001090,0.591313,0.016739,0.750000,0.300000
2,1,-0.113547,0.000000,-0.573499,0.000000,0.750000,0.300000
0,0,-8.853009,-1.002770,0.645418,-0.033600,0.750000,0.350000
1,0,-8.853009,1.002770,0.645418,0.033600,0.750000,0.350000
2,1,-0.144178,0.000000,-0.612623,0.000000,0.750000,0.350000
0,0,-8.818361,-1.005508,0.692965,-0.054769,0.750000,0.400000
1,0,-8.818361,1.005508,0.692965,0.054769,0.750000,0.400000
2,1,-0.176455,0.000000,-0.645537,0.000000,0.750000,0.400000
0,0,-8.781466,-1.009487,0.737896,-0.079580,0.750000,0.450000
1,0,-8.781466,1.009487,0.737896,0.079580,0.750000,0.450000
2,1,-0.210427,0.000000,-0.679439,0.000000,0.750000,0.450000
0,0,-8.742079,-1.014804,0.787754,-0.106343,0.750000,0.500000
1,0,-8.742079,1.014804,0.787754,0.106343,0.750000,0.500000
2,1,-0.246866,0.000000,-0.728790,0.000000,0.750000,0.500000
0,0,-8.700130,-1.019584,0.838979,-0.095600,0.750000,0.550000
1,0,-8.700130,1.019584,0.838979,0.095600,0.750000,0.550000
2,1,-0.286162,0.000000,-0.785911,0.000000,0.750000,0.550000
0,0,-8.655876,-1.023879,0.885081,-0.085896,0.750000,0.600000
1,0,-8.655876,1.023879,0.885081,0.085896,0.750000,0.600000
